b'1_reyna_ffill_reyna_24-12_240-240.txt',0.6073450985436848,0.5627745901639344,0.7060159509882706,0.5976790515793879,0.715142334153885,0.6122190566635011,0.6749930547893047,0.6020538905756377,,,[9833  722 3791 1497],[ 437  722  503 1497]
b'1_reyna_ffill_reyna_48-24_168-168.txt',0.6098435290686133,0.5458062985332184,0.7029216158739563,0.584370146231881,0.7143849018493972,0.608420386198164,0.6771272981419403,0.5885111393655671,,,[9756  799 3726 1562],[ 360  799  438 1562]
b'1_reyna_ffill_reyna_48-24_24-72.txt',0.5818729391681495,0.5281850733390854,0.6902362603832001,0.5611526187641286,0.7015085526731049,0.5438429882874327,0.6489390172836914,0.5501709511984203,,,[9940  615 4114 1174],[ 544  615  826 1174]
b'1_reyna_ffill_reyna_6-3_1-3.txt',0.5122837044771607,0.5055362381363244,0.6692238168874518,0.5560994660861944,0.6716530960045446,0.39411206077872746,0.5545508356458417,0.2911578827094935,,,[10467    88  5114   174],[1071   88 1826  174]
b'2sepsis-3_24-12_240-240.txt',0.6149496173419112,0.5599191113028472,0.7075165615664478,0.6017078002399054,0.7178564665782996,0.6258309591642925,0.6820802127696939,0.6028611314592471,,,[9758  797 3673 1615],[ 362  797  385 1615]
b'2sepsis-3_48-24_168-168.txt',0.6177311446203196,0.5418623813632442,0.7047887848513743,0.5886053676347207,0.7170990342738118,0.6220322886989553,0.6842317678773665,0.5844056675609928,,,[9675  880 3602 1686],[ 279  880  314 1686]
b'2sepsis-3_48-24_24-72.txt',0.5887683992285921,0.5237610008628127,0.6911147188323195,0.5574141753679434,0.7037808495865682,0.5552389996834441,0.6562632858637114,0.5562881880229616,,,[9866  689 4004 1284],[ 470  689  716 1284]
b'2sepsis-3_6-3_1-3.txt',0.5136538866724334,0.506403580672994,0.6701096797436713,0.5571555398253528,0.6722842895916178,0.3972776194998417,0.5568325840250974,0.3001800719614933,,,[10458    97  5095   193],[1062   97 1807  193]
b'3sepsis-3_24-12_240-240.txt',0.6335913352076257,0.5029710957722174,0.7049654481660288,0.5914822232621799,0.7193713311872751,0.6334283000949668,0.6964144990857657,0.49946365573396106,,,[9411 1144 3302 1986],[  15 1144   14 1986]
b'3sepsis-3_48-24_168-168.txt',0.6332133085036166,0.5025839085418464,0.7047391075668508,0.574852007849126,0.7191819731111532,0.6324786324786325,0.696101151596342,0.5000714414112194,,,[9413 1142 3307 1981],[  17 1142   19 1981]
b'3sepsis-3_48-24_24-72.txt',0.6304280187849683,0.5083843830888697,0.7043087216507418,0.5727353740265959,0.7186770182414947,0.6299461855017411,0.694068876098698,0.5200994098382951,,,[9456 1099 3358 1930],[  60 1099   70 1930]
b'3sepsis-3_6-3_1-3.txt',0.6140918615909318,0.5356078515962036,0.7022906042722107,0.5781999846449601,0.7150160954364704,0.6115859449192782,0.6808443042213639,0.5786658143619836,,,[9686  869 3646 1642],[ 290  869  358 1642]
b'4sepsis-3_24-12_240-240.txt',0.6149484886098393,0.5562422346850733,0.7067387699073729,0.5984816608197191,0.7174777504260557,0.6239316239316239,0.6820126103511545,0.5993576663269052,,,[9746  809 3667 1621],[ 350  809  379 1621]
b'4sepsis-3_48-24_168-168.txt',0.619573719104095,0.5427540983606557,0.7056128304812357,0.5922389231070044,0.7179195859370069,0.626147515036404,0.6858812886910551,0.584686785288135,,,[9662  893 3576 1712],[ 266  893  288 1712]
b'4sepsis-3_48-24_24-72.txt',0.6034648222587398,0.5408811475409836,0.6998234308915594,0.5762544435798226,0.7113551726314461,0.5932257043368154,0.6710211076125036,0.5815659083721368,,,[9795  760 3813 1475],[ 399  760  525 1475]
b'4sepsis-3_6-3_1-3.txt',0.5317972872447543,0.5188604400345126,0.679083887478524,0.5662075682668857,0.6807422836583981,0.439696106362773,0.5850713106213706,0.40075175421804976,,,[10342   213  4845   443],[ 946  213 1557  443]
